x y z
1 22 128
2 22 128
3 22 128
4 22 128
5 22 128
6 22 128
7 22 128
8 22 128
9 22 128
10 22 128
11 22 128
12 22 128
13 22 128
14 22 128
15 22 128
16 22 128
17 22 128
18 22 128
19 22 128
20 22 128
21 22 128
22 22 128
23 22 128
24 22 128
25 22 128
26 22 128
27 22 128
28 22 128
29 22 128
30 22 128
31 22 128
32 22 128
33 22 128
34 22 128
35 22 128
36 22 128
37 22 128
38 22 128
39 22 128
40 22 128
41 22 128
42 22 128
43 22 128
44 22 128
45 22 128
46 22 128
47 22 128
48 22 128
49 22 128
50 22 128
0 23 128
1 23 128
2 23 128
3 23 128
4 23 128
5 23 128
6 23 128
7 23 128
8 23 128
9 23 128
10 23 128
11 23 128
12 23 128
13 23 128
14 23 128
15 23 128
16 23 128
17 23 128
18 23 128
19 23 128
20 23 128
21 23 128
22 23 128
23 23 128
24 23 128
25 23 128
26 23 128
27 23 128
28 23 128
29 23 128
30 23 128
31 23 128
32 23 128
33 23 128
34 23 128
35 23 128
36 23 128
37 23 128
38 23 128
39 23 128
40 23 128
41 23 128
42 23 128
43 23 128
44 23 128
45 23 128
46 23 128
47 23 128
48 23 128
49 23 128
50 23 128
0 24 128
1 24 128
2 24 128
3 24 128
4 24 128
5 24 128
6 24 128
7 24 128
8 24 128
9 24 128
10 24 128
11 24 128
12 24 128
13 24 128
14 24 128
15 24 128
16 24 128
17 24 128
18 24 128
19 24 128
20 24 128
21 24 128
22 24 128
23 24 128
24 24 128
25 24 128
26 24 128
27 24 128
28 24 128
29 24 128
30 24 128
31 24 128
32 24 128
33 24 128
34 24 128
35 24 128
36 24 128
37 24 128
38 24 128
39 24 128
40 24 128
41 24 128
42 24 128
43 24 128
44 24 128
45 24 128
46 24 128
47 24 128
48 24 128
49 24 128
50 24 20000
0 25 128
1 25 128
2 25 128
3 25 128
4 25 128
5 25 128
6 25 128
7 25 128
8 25 128
9 25 128
10 25 128
11 25 128
12 25 128
13 25 128
14 25 128
15 25 128
16 25 128
17 25 128
18 25 128
19 25 128
20 25 128
21 25 128
22 25 128
23 25 128
24 25 128
25 25 128
26 25 128
27 25 128
28 25 128
29 25 128
30 25 128
31 25 128
32 25 128
33 25 128
34 25 128
35 25 128
36 25 128
37 25 128
38 25 128
39 25 128
40 25 128
41 25 128
42 25 128
43 25 128
44 25 128
45 25 128
46 25 128
47 25 128
48 25 128
49 25 128
50 25 20000
0 26 128
1 26 128
2 26 128
3 26 128
4 26 128
5 26 128
6 26 128
7 26 128
8 26 128
9 26 128
10 26 128
11 26 128
12 26 128
13 26 128
14 26 128
15 26 128
16 26 128
17 26 128
18 26 128
19 26 128
20 26 128
21 26 128
22 26 128
23 26 128
24 26 128
25 26 128
26 26 128
27 26 128
28 26 128
29 26 128
30 26 128
31 26 128
32 26 128
33 26 128
34 26 128
35 26 128
36 26 128
37 26 128
38 26 128
39 26 128
40 26 128
41 26 128
42 26 128
43 26 128
44 26 128
45 26 128
46 26 128
47 26 128
48 26 20000
49 26 20000
50 26 20000
0 27 128
1 27 128
2 27 128
3 27 128
4 27 128
5 27 128
6 27 128
7 27 128
8 27 128
9 27 128
10 27 128
11 27 128
12 27 128
13 27 128
14 27 128
15 27 128
16 27 128
17 27 128
18 27 128
19 27 128
20 27 128
21 27 128
22 27 128
23 27 128
24 27 128
25 27 128
26 27 128
27 27 128
28 27 128
29 27 128
30 27 128
31 27 128
32 27 128
33 27 128
34 27 128
35 27 128
36 27 128
37 27 128
38 27 128
39 27 128
40 27 128
41 27 128
42 27 128
43 27 128
44 27 128
45 27 128
46 27 128
47 27 128
48 27 128
49 27 128
50 27 20000
0 28 128
1 28 128
2 28 128
3 28 128
4 28 128
5 28 128
6 28 128
7 28 128
8 28 128
9 28 128
10 28 128
11 28 128
12 28 128
13 28 128
14 28 128
15 28 128
16 28 128
17 28 128
18 28 128
19 28 128
20 28 128
21 28 128
22 28 128
23 28 128
24 28 128
25 28 128
26 28 128
27 28 128
28 28 128
29 28 128
30 28 128
31 28 128
32 28 128
33 28 128
34 28 128
35 28 128
36 28 128
37 28 128
38 28 128
39 28 128
40 28 128
41 28 128
42 28 128
43 28 128
44 28 128
45 28 128
46 28 128
47 28 128
48 28 128
49 28 128
50 28 128
0 29 128
1 29 128
2 29 128
3 29 128
4 29 128
5 29 128
6 29 128
7 29 128
8 29 128
9 29 128
10 29 128
11 29 128
12 29 128
13 29 128
14 29 128
15 29 128
16 29 128
17 29 128
18 29 128
19 29 128
20 29 128
21 29 128
22 29 128
23 29 128
24 29 128
25 29 128
26 29 128
27 29 128
28 29 128
29 29 128
30 29 128
31 29 128
32 29 128
33 29 128
34 29 128
35 29 128
36 29 128
37 29 128
38 29 128
39 29 128
40 29 128
41 29 128
42 29 128
43 29 128
44 29 128
45 29 128
46 29 128
47 29 128
48 29 128
49 29 20000
50 29 20000
0 30 128
1 30 128
2 30 128
3 30 128
4 30 128
5 30 128
6 30 128
7 30 128
8 30 128
9 30 128
10 30 128
11 30 128
12 30 128
13 30 128
14 30 128
15 30 128
16 30 128
17 30 128
18 30 128
19 30 128
20 30 128
21 30 128
22 30 128
23 30 128
24 30 128
25 30 128
26 30 128
27 30 128
28 30 128
29 30 128
30 30 128
31 30 128
32 30 128
33 30 128
34 30 128
35 30 128
36 30 128
37 30 128
38 30 128
39 30 128
40 30 128
41 30 128
42 30 128
43 30 128
44 30 128
45 30 128
46 30 128
47 30 128
48 30 128
49 30 128
50 30 128
0 31 128
1 31 128
2 31 128
3 31 128
4 31 128
5 31 128
6 31 128
7 31 128
8 31 128
9 31 128
10 31 128
11 31 128
12 31 128
13 31 128
14 31 128
15 31 128
16 31 128
17 31 128
18 31 128
19 31 128
20 31 128
21 31 128
22 31 128
23 31 128
24 31 128
25 31 128
26 31 128
27 31 20000
28 31 20000
29 31 20000
30 31 20000
31 31 20000
32 31 20000
33 31 20000
34 31 20000
35 31 20000
36 31 20000
37 31 20000
38 31 20000
39 31 20000
40 31 20000
41 31 20000
42 31 20000
43 31 20000
44 31 20000
45 31 20000
46 31 20000
47 31 20000
48 31 20000
49 31 20000
50 31 20000
